ID,Label,brand,name,price,rank,ingredients,Combination,Dry,Normal,Oily,Sensitive,acne,reedness,wrinkles,bags
65,Moisturizer,CLINIQUE,Dramatically Different Hydrating Jelly,28,4,"Water, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract/Extrait D'orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, Ppg-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium Edta, Phenoxyethanol.",1,0,1,1,1,0,0,0,1
66,Moisturizer,JOSIE MARAN,Whipped Argan Oil Face Butter,40,4.1,"Water**, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Argania Spinosa (Argan) Kernel Oil*, Glyceryl Stearate**, Glycerin**, Cetyl Alcohol**, Ethylhexyl Palmitate**, Dicapryl Carbonate**, Butyrospermum Parkii (Shea Butter)**, Hydroxyethyl Acrylate/Sodium Acryloyl Dimethyl Taurate Copolymer**, Caprylic/ Capric Triglyceride**, Xylitylglucoside**, Anhydroxylitol**, Sodium Stearoyl Glutamate**, Squalane**, Xylitol, Glyceryl Caprylate**, Stearic Acid**, Polys/orbate-60**, Glyceryl Undecylenate**,Cucumis Sativus (Cucumber) Fruit Extract**, Xanthan Gum**, Sodium Hyaluronate**, Lysolecithin**, Citrullus Lanatus (Watermelon) Extract**, Sclerotium Gum**, Phenoxyethanol, Tocopherol**, Sodium Phytate**, Potassium Sorbate**, Glycine Soja (Soybean) Oil**, Allantoin**, Ethylhexylglycerin**, Panthenol**, Pullulan**, Citric Acid**.",1,1,1,1,1,0,1,0,0
67,Moisturizer,SHISEIDO,Benefiance WrinkleResist24 Balancing Softener Enriched,45,4.6,Visit the Shiseido boutique,0,0,0,0,0,0,0,0,0
68,Moisturizer,FARMACY,Sleep Tight Firming Night Balm with Echinacea GreenEnvy?,48,4.3,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Coco-Caprylate, Dextrin Palmitate, Helianthus Annuus (Sunflower) Seed Oil, Sorbitan Sesquioleate, Caprylic/Capric Triglyceride, Limnanthes Alba (Meadowfoam) Seed Oil, Tetrahexyldecyl Ascorbate, Octyldodecanol, Patented Echinacea Purpurea 'Greenenvytm' Root Extract, Crambe Abyssinica Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Oryza Sativa (Rice) Bran Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Amber Powder, Amino-Esters-1, Bidens Pilosa Extract, Cananga Odorata Flower Oil, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Citrus Aurantifolia (Lime) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Coccinia Indica Fruit Extract, Corallina Officinalis Extract, Corcuma Longa (Turmeric) Root Extract, Echinacea Purpurea Extract, Elaeis Guineensis (Palm) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Linum Usitatissimum (Linseed) Seed Oil, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil, Ocimum Sanctum Leaf Extract, Ormenis Multicaulis (Chamomile) Flower Oil, Phenoxyethanol, Ribes Nigrum (Black Currant) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Silica Silylate, Solanum Melongena (Eggplant) Fruit Extract, Spilanthes Acmella Flower Extract, Tocopherol, Tocopheryl Acetate, Water (Aqua), Zingier Officinale (Ginger) Root Oil.",1,1,1,1,1,0,1,0,0
69,Moisturizer,ORIGINS,Original Skin? Matte Moisturizer with Willowherb,35,4.5,"Water, Dimethicone, Alcohol Denat., Glycerin, Silica, Butylene Glycol, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Pelargonium Graveolens Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Amyris Balsamifera Bark Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Eugenia Caryophyllus (Clove) Leaf Oil*, Rosa Damascena Flower Oil*, Eucalyptus Globulus Leaf Oil*, Zingiber Officinale (Ginger) Root Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Limonene, Linalool, Citronellol, Citral, Geraniol, Eugenol, Dimethicone Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Pyrus Malus (Apple) Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Cistus Incanus Flower/Leaf/Stem Extract, Sucrose**, Bambusa Vulgaris (Bamboo) Extract, Pisum Sativum (Pea) Extract, Castanea Sativa (Chestnut) Seed Extract, Albizia Julibrissin Bark Extract, Salicylic Acid, Caffeine, Arginine, Sodium Hyaluronate, Scutellaria Baicalensis Root Extract, Laminaria Saccharina Extract, Laminaria Digitata Extract, Phospholipids, Hydrolyzed Jojoba Esters, Glucosamine Hcl, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Beeswax/Cera Alba/Cire D'Abeille, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Tromethamine, Silica Silylate, Hexylene Glycol, Sodium Polyacrylate, Disodium Edta, Phenoxyethanol, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491)*, Organic Sucrose (Brown Sugar). Essential Oil**.",0,1,1,1,0,1,0,0,1
70,Moisturizer,HERBIVORE,Phoenix Cell Regenerating Facial Oil,88,4.5,"Simmondsia Chinensis (Jojoba) Seed Oil, Rosa Canina (Rosehip) Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Salvia Hispanica (Chia) Seed Oil, CoQ10, Hippophae Rhamnoides L (Sea Buckthorn) Oil, Tocopherol (Vitamin E), Rosa Centifolia Flower Extract (Rose Extract), Citrus Aurantium (Neroli) Oil.",0,1,0,0,1,0,0,0,0
71,Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation? Gel,48,4.3,"Water, Glycolic Acid, Glycerin, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Phenoxyethanol, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Citric Acid, Parfum/Fragrance, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,0,0,0,0
72,Moisturizer,BELIF,Aqua Bomb Sleeping Mask,34,4.7,"Water, Dipropylene Glycol, Polyglycerin-3, 1,2-Hexanediol, Glycerin, PEG-240/HDI Copolymer Bis-Decyltetradecet-20 Ether, Polymethylsilsequioxane, Calluna Vulgaris Extract, Dispacus Sylvestris Extract, Crysanthemum Parthenium (Feverfew) Extract, Avena Sative (Oat) Kernel Extract*, CAlendula Officinalis Flower Extract*, Nepeta Cataria Extract*, Rubus Idaeus (Raspberry) Leaf Extract*, Baptisia Tinctoria Root Extract*, Stellaria Media (Chickweed( Extract*+, Malt Extract, Triticum Vulgare (Wheat) Sprout Extract, Alchemilla Vulgaris Leaf Extract+, Equisetum Arvense Leaf Extract+, UrticaDioicia (Nettle) Leaf Extract+, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract,Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Simmondsia Chinesis (Jojoba) Seed Oil, Ocimum Sanctum Leaf Extract, Curcuma Longa (Tumeric) Root Extract, Corallina Officinalis Extract, Panthenol, Tocopheryl Acetate, Lauryl Dimethicone/Polyglycerin-3 Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Hydroxyethylcellulose, Trisodium EDTA, Tromethamine, Citrus Aurantium Dulcis (Orange) Peel Oil++, Citrus Aurantifolia (Lime) Oil++, Pelargonium Graveolens Flower Oil++, Rosmarinus Officinalis (Rosemary) Leaf Oil++, Citral, Citronellol, Geraniol, Limonene, Linalool. *Napiers original formula. +Napiers aqua formula. ++Fragrances.",1,1,1,1,1,0,0,0,0
73,Moisturizer,CHARLOTTE TILBURY,Charlotte's Magic Cream Mini,29,3.5,"Water, Homosalate , Glyceryl Stearate SE, Ethylhexyl Salicylate, Butylene Glycol, Glycerin, Butyl Methoxydibenzoylmethane, Octocrylene, Cetyl Alcohol, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Dimethicone, Phenoxyethanol, Butyrospermum Parkii (Shea) Butter, Steareth-21, Avena Sativa (Oat) Kernel Extract, Carbomer, Dimethiconol, Potassium Cetyl Phosphate, Chlorphenesin, Caprylyl Glycol, Xanthan Gum, Hydrolyzed Viola Tricolor Extract, Allantoin, Aloe Barbadensis Leaf Juice, Disodium EDTA, Tocopheryl Acetate, Camellia Oleifera Seed Oil, Rosa Canina Fruit Oil, Rosa Damascena Flower Water, Sodium Hydroxide, Helianthus Annuus (Sunflower) Seed Oil, Michelia Alba Leaf Oil, Sodium Lactate, Coco-Glucoside, PEG-8, Ethylhexylglycerin, Sodium Hyaluronate, Tocopherol, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Ascorbyl Palmitate, Plumeria Rubra Flower Extract, Ascorbic Acid, Citric Acid, Nicotiana Sylvestris Leaf Cell Culture, Linalool, Citronellol, Geraniol.",0,0,0,0,0,0,0,0,0
74,Moisturizer,YOUTH TO THE PEOPLE,Superfood Air-Whip Hyaluronic Acid Moisture Cream,48,4.2,"Water, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate, Cetyl Alcohol, Lecithin, Glycerin, Tocopheryl Acetate (Vitamin E), Ascorbic Acid (Vitamin C), Panthenol (Vitamin B5), Sodium Hyaluronate Crosspolymer, Butylene Glycol, Brassica Oleracea (Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Medicago Sativa (Alfalfa) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Sodium Hyaluronate, Natural Fragrance, Hydroxyethylcellulose, Pentylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Chlorophyll.",1,0,1,1,1,0,1,1,0
75,Moisturizer,TATCHA,The Indigo Cream Soothing Skin Protectant,85,4.2,"Water, Squalane, Dimethicone, Propanediol, Glycerin, Diisostearyl Malate, Oryza Sativa (Rice) Bran Wax, Behenyl Alcohol, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Indigofera Tinctoria Leaf Extract, Polygonum Tinctorium Leaf/Stem Extract, Avena Sativa (Oat) Kernel Extract, Sophora Japonica Flower Extract, Oryza Sativa (Rice) Germ Oil, Cocos Nucifera (Coconut) Oil, Inositol, Sericin, Tetrasodium Tetracarboxymethyl Naringeninchalcone, Amorphophallus Konjac Root Powder, Sodium Hyaluronate, Sorbitan Tristearate, Trihydroxystearin, Dimethicone/Vinyl Dimethicone Crosspolymer, Beheneth-20, Bis-Diglyceryl Polyacyladipate-2, Ethylhexylglycerin, Butylene Glycol, Sodium Dilauramidoglutamide Lysine, Disodium Edta, Ethylhexyl Palmitate, Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer, Phenoxyethanol, Titanium Dioxide (Ci77891), Tin Oxide (Ci 77861), Mica (Ci 77019).",1,1,1,1,1,0,0,0,0
76,Moisturizer,KIEHL'S SINCE 1851,Super Multi-Corrective Cream,84,4.3,"Water, Glycerin, Dicaprylyl Ether, Butyrospermum Parkii Butter/Shea Butter, Hydroxypropyl Tetrahydropyrantriol, Isononyl Isononanoate, Isopropyl Isostearate, Propylene Glycol, Sodium Tetrahydrojasmonate, Cetyl Alcohol, Dimethicone, Behenyl Alcohol, Dipropylene Glycol, Stearic Acid, Glyceryl Stearate, Palmitic Acid, Phenoxyethanol, Cetearyl Alcohol, Carbomer, Arachidyl Alcohol, Caprylyl Glycol, PEG-100 Stearate, Xanthan Gum, Sodium Hydroxide, Cetearyl Glucoside, Stearyl Alcohol, Hydrolyzed Hyaluronic Acid, Disodium EDTA, Rosmarinus Officinalis Leaf Oil/Rosemary Leaf Oil, Adenosine, Limonene, Pelargonium Graveolens Flower Oil, Lavandula Hybrida Oil, Cucumis Sativus Fruit Extract/Cucumber Fruit Extract, Curcuma Longa Extract/Turmeric Root Extract, Sclareolide, Rosa SPP/Rose Flower Oil, Jasminum Officinale Extract/ Jasmine Extract, Citric Acid.",0,0,0,0,0,0,0,1,1
77,Moisturizer,BIOSSANCE,Squalane + Omega Repair Cream,58,4.7,"Water, Squalane, Glycerin, Caprylic/Capric Triglyceride, Isoamyl Laurate, Butyrospermum Parkii (Shea) Butter, Sorbitan Olivate, Cetearyl Olivate, Ceramide NP, Jojoba Esters, Sodium Hyaluronate, Euterpe Oleracea Sterols, Linoleic Acid, Oleic Acid, Linolenic Acid, Ethyl Linoleate, Tocopherol, Isoamyl Cocoate, Cetyl Palmitate, Sorbitan Palmitate, Cetearyl Alcohol, Ethylhexylglycerin, Carbomer, Sodium Hydroxide, Phenoxyethanol, Sodium Gluconate.",1,1,1,0,1,0,0,0,0
78,Moisturizer,SHISEIDO,Bio-Performance Advanced Super Restoring Cream,127,4.3,"Dimethicone, Cetyl Alcohol, Glyceryl Stearate Se, Peg-100 Stearate, Myristyl Myristate, Hydrogenated Polyisobutene, Erythritol, Microcrystalline Wax (Cera Microcristallina), Behenyl Alcohol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Stearyl Alcohol, Talc, Phenoxyethanol, Methylparaben, Silica, Alumina, Disodium Edta, Sorbitan Tristearatee, Thylparaben, Fragrance, Sodium Citrate, Titanium Dioxide (Ci 77891), Tocopheryl Acetate, Citric Acid, Sodium Metaphosphate, Inositol, Benzyl Benzoate, Alpha-Isomethyl Ionone, Saccharomyces Ferment Lysate Filtrate, Hexyl Cinnamal, Linalool, Limonene, Methylisothiazolinone, Sodium Metabisulfite, Citronellol, Geraniol, Butylphenyl Methylpropional, Sodium Acetylated Hyaluronate, Eugenol, Syzygium Jambos Leaf Extract, Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Tocopherol.",0,0,0,0,0,0,0,0,0
79,Moisturizer,IT COSMETICS,Bye Bye Redness? Neutralizing Correcting Cream,32,4.2,"Cyclopentasiloxane, Water, Silica, Peg/Ppg-18/18 Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Isododecane, Propanediol, Dimethicone, Polysilicone-11, Lauryl Peg/Ppg-18/18 Methicone, Peg-10 Dimethicone, Magnesium Aluminum Silicate, Sodium Chloride, Polyglyceryl-4 Isostearate, Butylene Glycol, Decyl Glucoside, Disteardimonium Hectorite, Cetyl Peg/Ppg-10/1 Dimethicone, Methicone, Hexyl Laurate, Retinyl Palmitate, Ascorbyl Palmitate, Tocopheryl Acetate, Hydrolyzed Collagen, Hydrolyzed Silk, Acetyl Octapeptide-3, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetyl Hexapeptide-8, Camellia Sinensis Leaf Extract, Caprylic/Capric Triglyceride, Aloe Barbadensis Leaf Extract, Olea Europaea (Olive) Leaf Extract, Punica Granatum Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Carthamus Tinctorius (Safflower) Seed Oil, Vitis Vinifera (Grape) Seed Extract, Chamomilla Recutita (Matricaria) Flower Extract, Prunus Domestica Seed Oil, Persea Gratissima (Avocado) Oil, Perfluorodecalin, Niacinamide, Glycerin, Carbomer, Polysorbate 20, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Hyaluronic Acid, Cholesteryl Nonanoate, Cholesteryl Oleyl Carbonate, Cholesteryl Chloride, Colloidal Oatmeal, Magnolia Acuminata Bark Extract, Chrysanthemum Parthenium (Feverfew) Extract, Citrus Grandis (Grapefruit) Peel Oil, Lithospermum Officinale Extract, Agaricus Bisporus (Mushroom) Extract, Glycine Soja (Soybean) Seed Extract, Curcuma Longa (Turmeric) Root Extract, Phenoxyethanol, Ethylhexylglycerin, [+/-: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492, Ci 77491, Ci 77499)].",0,0,0,0,0,1,1,1,1
80,Moisturizer,KIEHL'S SINCE 1851,Daily Reviving Concentrate,47,4.7,"Caprylic/Capric Triglyceride, Dicaprylyl Ether, Dicaprylyl Carbonate, Squalane, Canola Oil Sunflower Seed Oil Unsaponifiables, Tocopherol, Limonene, Orange Peel Oil, Coriander Seed Oil, Calophyllum Inophyllum Seed Oil, Rosa Rubiginosa Seed Oil, Grapefruit Peel Oil, Ginger Root Oil, Linalool, Citral, Geraniol, Acerola Fruit Extract.",1,1,1,1,1,0,0,0,0
81,Moisturizer,FRESH,Vitamin C Glow Moisturizer,42,4.3,"Water, Glycerin, Pentylene Glycol, Ethylhexyl Isononanoate, Caprylic/Capric Triglyceride, Jojoba Esters, Glyceryl Stearate, Caprylyl Methicone, Polyglycerin-3, Propanediol, Glucosyl Hesperidin, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Panthenol, Tocopherol, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Ethylhexyl Palmitate, Stearyl Alcohol, Ceteth-20, Sodium Polyacrylate, Stearic Acid, Steareth-21, Steareth-25, Caprylyl Glycol, Tromethamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance, Tetrasodium EDTA, Xanthan Gum, Sodium Hyaluronate, Butylene Glycol, Caramel, BHT, Phenoxyethanol, Limonene, Linalool, Citral, Benzyl Salicylate.",1,0,1,1,1,0,0,1,0
82,Moisturizer,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,48,4.4,"Water, Glycerin, Glyceryl Stearate Citrate, Dicaprylyl Carbonate, Triheptanoin, Alcohol Denat., Behenyl Alcohol, Glyceryl Stearate, Aloe Barbadensis Leaf Juice, Isodecyl Neopentanoate, Simmondsia Chinensis, (Jojoba) Seed Oil, Cera Alba/Beeswax/Cire D'abeille, Lecithin, Imperata Cylindrica Root Extract, Acacia Decurrens/Jojoba/Sunflower Seed Wax, Polyglyceryl-3 Esters, Rosa Canina Fruit Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ascorbyl Tetraisopalmitate, Caprylyl Glycol, Carbomer, Cetearyl Alcohol, Citric Acid, Distarch, Phosphate, Galactoarabinan, Glycine Soja (Soybean), Oil, Glycine Soja (Soybean) Sterols, Helianthus, Annuus (Sunflower) Seed Oil, Hydrolyzed Sodium, Hyaluronate, Hydroxyethyl Acrylate/Sodium, Acryloyldimethyl Taurate Copolymer, Lactic Acid, Parfum/Fragrance, Phenoxyethanol, Rosa Canina, Fruit Extract, Rosmarinus Officinalis (Rosemary), Leaf Extract, Rosmarinus Officinalis (Rosemary), Extract, Sodium Benzoate, Sodium Gluceptate, Sodium Hydroxide, Tetrahydrodiferuloylmethane, Tocopherol, Tocopheryl Acetate, Xanthan Gum.",1,1,1,1,1,0,0,1,0
83,Moisturizer,FRESH,Vitamin Nectar Antioxidant Face Mist,44,4.8,"Water, Glycerin, Penty- lene Glycol, PEG-60 Hydrogenated Castor Oil, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Au- rantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Sodium Tocopheryl Phosphate, Tocopherol, Panthenol, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Propanediol, Sodium Citrate, Citric Acid, Men- thoxypropanediol, Fragrance, Phenoxyethanol, Limonene, Linalool.",0,0,0,0,0,0,0,0,0
84,Moisturizer,BELIF,Peat Miracle Revital Cream,58,4.7,"Water, Dipropylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Triethylhexanoin, Cyclopentasiloxane, 1,2-Hexanediol, Cetearyl Alcohol, C14-22 Alcohols, Glyceryl Stearate, Silica, Poncirus Trifoliata Fruit Extract, Panthenol, Perfluorononylethyl Stearyl Dimethicone, Jojoba Esters, Peat Extract(0.5%), Euphrasia Officinalis Extract*, Glycyrrhiza Glabra (Licorice) Root Extract*, Achillea Millefolium Flower Extract*, Aesculus Hippocastanum (Horse Chestnut) Leaf Extract*, Rhodiola Rosea Root Extract*, Vaccinium Myrtillus Fruit Extract*, Equisetum Arvense Leaf Extract*, Avena Sativa (Oat) Kernel Extract**, Calendula Officinalis Flower Extract**, Nepeta Cataria Extract**, Rubus Idaeus (Raspberry) Leaf Extract**, Baptisia Tinctoria Root Extract**, Stellaria Media (Chickweed) Extract**, Alchemilla Vulgaris Leaf Extract+, Viola Tricolor Extract+, Rosa Damascena Flower Extract+, Spiraea Ulmaria Flower Extract+, Althaea Officinalis Root Extract+, Ceramide Np, Phytosphingosine, Cetearyl Olivate, Sucrose Polystearate, Hydrogenated Lecithin, Peg-10 Rapeseed Sterol, Glycereth-20, Cetyl Palmitate, Sorbitan Palmitate, Sorbitan Olivate, Peg-100 Stearate, C12-20 Alkyl Glucoside, Niacinamide, Alanyl Glutamine, Dimethicone, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Xanthan Gum, Mica, Titanium Dioxide, Iron Oxides(Ci 77491), Trisodium Edta, Potassium Hydroxide, Fragrance++, Citronellol, Limonene, Geraniol, Linalool*. *Fragrances Of Natural Origin",1,1,1,0,0,1,1,0,0
85,Moisturizer,YOUTH TO THE PEOPLE,Superberry Hydrate + Glow Oil,44,4.8,"Helianthus Annuus (Sunflower) Seed Oil*, Dicapryl Carbonate, Simmondsia Chineses (Jojoba) Seed Oil*, Opuntia Tuna Extract(Prickly Pear), Euterpe Oleracea Fruit Extract (Acai), Lycium Barbarum (Goji) Extract, Aristotelia Chilensis (Maqui) Fruit Extract, And Moringa Oleifera Leaf Extract , Squalane Olive, Mixed Tocopherols (Vitamin E), Olea Europaea (Olive) Oil*, Linum Usitatissimum (Flaxseed) Oil*, Borago Officinalis (Borage) Oil*, Rosa Canina (Rosehip) Fruit Oil*, Oenothera Biennis (Evening Primrose) Oil*, Punica Granatum (Pomegranate) Seed Oil*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Natural Fragrance. *Certified Organic.",1,1,1,0,1,0,0,0,0
86,Moisturizer,MURAD,Hydro-Dynamic? Ultimate Moisture,75,4.4,"Water, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glycerin, Sunflower Seed Oil, Butylene Glycol, Glyceryl Stearate, Glyceryl Behenate/Eiosadioate, Dicaprylyl Carbonate, Shea Butter, Cetearyl Alcohol, Myristyl Myristate, Cetyl Alcohol, Ethoxydiglycol, Phenyl Trimethicone, Stearic Acid, Oat Kernel Extract, Saccharomyces Cerevisiae Extract, Laminaria Digitata Extract, Yeast Amino Acids, Betaine, Inositol, Taurine, Trehalose, Soybean Sterols, Corn Starch, Olive Fruit Oil, Avocado Oil, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Linoleic Acid, Phospholipids, Polysorbate 60, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Glyceryl Polymethacrylate, Panthenol, Jojoba Alcohol, Potassium Jojobate, Polysorbate 80, Urea, Glucosamine HCI, PEG-8, Bisabolol, Sorbitan Oleate, Cetearyl Methicone, Dimethicone, Palmitoyl Oligopeptide, Retinyl Palmitate, Allantoin, Xanthan Gum, Disodium EDTA, BHT, Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol.",0,0,0,0,0,0,0,0,0
87,Moisturizer,SMASHBOX,Photo Finish Primer Water,32,4.1,"Water, Butylene Glycol, Caffeine, Magnesium Chloride, Calcium Chloride, Sodium Sulfate, Potassium Nitrate, Potassium Phosphate, Polysorbate 80, Diamond Powder, Fragrance, Limonene, Linalool, Citral, Phenoxyethanol, Sodium Benzoate",1,1,1,1,1,0,0,0,1
88,Moisturizer,FIRST AID BEAUTY,Ultra Repair Hydra-Firm Sleeping Cream,38,4.3,"Water, Glycerin, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Dimethicone, Glyceryl Stearate, C10-18 Triglycerides, Ethylhexyl Palmitate, Lactobacillus Ferment, Jojoba Esters, Cetyl Alcohol, Niacinamide, Spilanthes Acmella Flower Extract, Helianthus Annuus (Sunflower) Seed Cera (Wax), Acacia Decurrens Flower Cera (Wax), Algae Extract, Palmitoyl Tripeptide-38, Sodium Hyaluronate, Avena Sativa (Oat) Kernel Flour, Palmitoyl Hexapeptide-12, Palmitoyl Tetrapeptide-7, Camellia Sinensis Leaf Extract, Chrysanthemum Parthenium (Feverfew) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Hydroxypropyl Cyclodextrin, Sodium Lactate, Butylene Glycol, PEG-75 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ceteth-20, Steareth-20, Polyglycerin-3, Carbomer, Polysorbate 20, Phenoxyethanol, Xanthan Gum, Tetrasodium EDTA, Sodium Hydroxide.",1,1,1,1,1,1,1,0,0
89,Moisturizer,MURAD,Retinol Youth Renewal Night Cream,82,4.6,"Water, Dimethicone, Glycerin, Butyrospermum Parkii (Shea) Butter, Stearyl Dimethicone, Caprylic/Capric Triglyceride, Arachidyl Alcohol, Octyldodecanol, Cetearyl Alcohol, Squalane, Borago Officinalis Seed Oil, Retinyl Propionate, Retinol, Swertia Chirata Leaf Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glycine Soja (Soybean) Extract, Polymethylsilsesquioxane, Macrocystis Pyrifera (Kelp) Extract, Hydrolyzed Vegetable Protein, PVP, Ahnfeltiopsis Concinna Extract, Isopropyl Palmitate, Lecithin, Cetearyl Olivate, Octadecane, Disteardimonium Hectorite, Propylene Carbonate, Oleyl Alcohol, Dioscorea Villosa (Wild Yam) Root Extract, Glycine Soja (Soybean) Sterols, Hydrolyzed Yeast Extract, Cetyl Hydroxyethylcellulose, Polyglucuronic Acid, Sorbitan Olivate, Behenyl Alcohol, Arachidyl Glucoside, Tocopheryl Acetate, Zinc Gluconate, Sodium Polyacrylate, Dicaprylyl Carbonate, Polyglyceryl-3 Caprate, Xanthan Gum, Disodium EDTA, Sodium Hydroxide, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Fragrance, Alpha-Isomethyl Ionone, Citronellol, Yellow 5 (CI 19140), Red 4 (CI 14700).",1,1,1,1,1,0,0,1,1
